operon	miembros	locus_tags	fuente
pslJKLMN	pslJ|pslK|pslL|pslM|pslN	PA2240|PA2241|PA2242|PA2243|PA2244	refseq_adyacencia
pslKL	pslK|pslL	PA2241|PA2242	refseq_adyacencia
pslKLM	pslK|pslL|pslM	PA2241|PA2242|PA2243	refseq_adyacencia
pslKLMN	pslK|pslL|pslM|pslN	PA2241|PA2242|PA2243|PA2244	refseq_adyacencia
pslLM	pslL|pslM	PA2242|PA2243	refseq_adyacencia
pslLMN	pslL|pslM|pslN	PA2242|PA2243|PA2244	refseq_adyacencia
pslMN	pslM|pslN	PA2243|PA2244	refseq_adyacencia
psrA-nagZ	psrA|nagZ	PA3006|PA3005	refseq_adyacencia
pssA-msrP	pssA|msrP	PA4693|PA4692	refseq_adyacencia
pssA-msrPQ	pssA|msrP|msrQ	PA4693|PA4692|PA4691	refseq_adyacencia
pstAB	pstA|pstB	PA5367|PA5366	refseq_adyacencia
pstAB-phoU	pstA|pstB|phoU	PA5367|PA5366|PA5365	refseq_adyacencia
pstB-phoU	pstB|phoU	PA5366|PA5365	refseq_adyacencia
pstCA	pstC|pstA	PA5368|PA5367	refseq_adyacencia
pstCAB	pstC|pstA|pstB	PA5368|PA5367|PA5366	refseq_adyacencia
pstCAB-phoU	pstC|pstA|pstB|phoU	PA5368|PA5367|PA5366|PA5365	refseq_adyacencia
pstSC	pstS|pstC	PA5369|PA5368	refseq_adyacencia
pstSCA	pstS|pstC|pstA	PA5369|PA5368|PA5367	refseq_adyacencia
pstSCAB	pstS|pstC|pstA|pstB	PA5369|PA5368|PA5367|PA5366	refseq_adyacencia
pstSCAB-phoU	pstS|pstC|pstA|pstB|phoU	PA5369|PA5368|PA5367|PA5366|PA5365	refseq_adyacencia
ptpA-murB	ptpA|murB	PA2978|PA2977	refseq_adyacencia
ptrA-copI	ptrA|copI	PA2808|PA2807	refseq_adyacencia
ptrA-copI-queF	ptrA|copI|queF	PA2808|PA2807|PA2806	refseq_adyacencia
purD-retS	purD|retS	PA4855|PA4856	refseq_adyacencia
purEK	purE|purK	PA5426|PA5425	refseq_adyacencia
purF-metZ	purF|metZ	PA3108|PA3107	refseq_adyacencia
purHD	purH|purD	PA4854|PA4855	refseq_adyacencia
purHD-retS	purH|purD|retS	PA4854|PA4855|PA4856	refseq_adyacencia
purMN	purM|purN	PA0945|PA0944	refseq_adyacencia
putAP	putA|putP	PA0782|PA0783	refseq_adyacencia
pvcAB	pvcA|pvcB	PA2254|PA2255	refseq_adyacencia
pvcABC	pvcA|pvcB|pvcC	PA2254|PA2255|PA2256	refseq_adyacencia
pvcABCD	pvcA|pvcB|pvcC|pvcD	PA2254|PA2255|PA2256|PA2257	refseq_adyacencia
pvcBC	pvcB|pvcC	PA2255|PA2256	refseq_adyacencia
pvcBCD	pvcB|pvcC|pvcD	PA2255|PA2256|PA2257	refseq_adyacencia
pvcCD	pvcC|pvcD	PA2256|PA2257	refseq_adyacencia
pvdAQ	pvdA|pvdQ	PA2386|PA2385	refseq_adyacencia
pvdE-fpvA	pvdE|fpvA	PA2397|PA2398	refseq_adyacencia
pvdGL	pvdG|pvdL	PA2425|PA2424	refseq_adyacencia
pvdJD	pvdJ|pvdD	PA2400|PA2399	refseq_adyacencia
pvdNO	pvdN|pvdO	PA2394|PA2395	refseq_adyacencia
pvdRT	pvdR|pvdT	PA2389|PA2390	refseq_adyacencia
pvdRT-opmQ	pvdR|pvdT|opmQ	PA2389|PA2390|PA2391	refseq_adyacencia
pvdT-opmQ	pvdT|opmQ	PA2390|PA2391	refseq_adyacencia
pyrG-kdsA	pyrG|kdsA	PA3637|PA3636	refseq_adyacencia
pyrRB	pyrR|pyrB	PA0403|PA0402	refseq_adyacencia
queEC	queE|queC	PA0975|PA0976	refseq_adyacencia
rbfA-truB	rbfA|truB	PA4743|PA4742	refseq_adyacencia
rbfA-truB-rpsO	rbfA|truB|rpsO	PA4743|PA4742|PA4741	refseq_adyacencia
rbsAC	rbsA|rbsC	PA1947|PA1948	refseq_adyacencia
rbsACR	rbsA|rbsC|rbsR	PA1947|PA1948|PA1949	refseq_adyacencia
rbsACRK	rbsA|rbsC|rbsR|rbsK	PA1947|PA1948|PA1949|PA1950	refseq_adyacencia
rbsBA	rbsB|rbsA	PA1946|PA1947	refseq_adyacencia
rbsBAC	rbsB|rbsA|rbsC	PA1946|PA1947|PA1948	refseq_adyacencia
rbsBACR	rbsB|rbsA|rbsC|rbsR	PA1946|PA1947|PA1948|PA1949	refseq_adyacencia
rbsBACRK	rbsB|rbsA|rbsC|rbsR|rbsK	PA1946|PA1947|PA1948|PA1949|PA1950	refseq_adyacencia
rbsCR	rbsC|rbsR	PA1948|PA1949	refseq_adyacencia
rbsCRK	rbsC|rbsR|rbsK	PA1948|PA1949|PA1950	refseq_adyacencia
rbsRK	rbsR|rbsK	PA1949|PA1950	refseq_adyacencia
rcpA-tadZ	rcpA|tadZ	PA4304|PA4303	refseq_adyacencia
rcpA-tadZA	rcpA|tadZ|tadA	PA4304|PA4303|PA4302	refseq_adyacencia
rcpA-tadZAB	rcpA|tadZ|tadA|tadB	PA4304|PA4303|PA4302|PA4301	refseq_adyacencia
rcpA-tadZABC	rcpA|tadZ|tadA|tadB|tadC	PA4304|PA4303|PA4302|PA4301|PA4300	refseq_adyacencia
rcpA-tadZABCD	rcpA|tadZ|tadA|tadB|tadC|tadD	PA4304|PA4303|PA4302|PA4301|PA4300|PA4299	refseq_adyacencia
rcpCA	rcpC|rcpA	PA4305|PA4304	refseq_adyacencia
rcpCA-tadZ	rcpC|rcpA|tadZ	PA4305|PA4304|PA4303	refseq_adyacencia
rcpCA-tadZA	rcpC|rcpA|tadZ|tadA	PA4305|PA4304|PA4303|PA4302	refseq_adyacencia
rcpCA-tadZAB	rcpC|rcpA|tadZ|tadA|tadB	PA4305|PA4304|PA4303|PA4302|PA4301	refseq_adyacencia
rcpCA-tadZABC	rcpC|rcpA|tadZ|tadA|tadB|tadC	PA4305|PA4304|PA4303|PA4302|PA4301|PA4300	refseq_adyacencia
rcpCA-tadZABCD	rcpC|rcpA|tadZ|tadA|tadB|tadC|tadD	PA4305|PA4304|PA4303|PA4302|PA4301|PA4300|PA4299	refseq_adyacencia
recAX	recA|recX	PA3617|PA3616	refseq_adyacencia
recBD	recB|recD	PA4284|PA4283	refseq_adyacencia
recCB	recC|recB	PA4285|PA4284	refseq_adyacencia
recCBD	recC|recB|recD	PA4285|PA4284|PA4283	refseq_adyacencia
recF-gyrB	recF|gyrB	PA0003|PA0004	refseq_adyacencia
recJ-lasB	recJ|lasB	PA3725|PA3724	refseq_adyacencia
recO-pdxJ	recO|pdxJ	PA0772|PA0773	refseq_adyacencia
rhlAB	rhlA|rhlB	PA3479|PA3478	refseq_adyacencia
rhlABR	rhlA|rhlB|rhlR	PA3479|PA3478|PA3477	refseq_adyacencia
rhlABRI	rhlA|rhlB|rhlR|rhlI	PA3479|PA3478|PA3477|PA3476	refseq_adyacencia
rhlABRI-pheC	rhlA|rhlB|rhlR|rhlI|pheC	PA3479|PA3478|PA3477|PA3476|PA3475	refseq_adyacencia
rhlBR	rhlB|rhlR	PA3478|PA3477	refseq_adyacencia
rhlBRI	rhlB|rhlR|rhlI	PA3478|PA3477|PA3476	refseq_adyacencia
rhlBRI-pheC	rhlB|rhlR|rhlI|pheC	PA3478|PA3477|PA3476|PA3475	refseq_adyacencia
rhlG-rcsF	rhlG|rcsF	PA3387|PA3388	refseq_adyacencia
rhlI-pheC	rhlI|pheC	PA3476|PA3475	refseq_adyacencia
rhlRI	rhlR|rhlI	PA3477|PA3476	refseq_adyacencia
rhlRI-pheC	rhlR|rhlI|pheC	PA3477|PA3476|PA3475	refseq_adyacencia
ribBE	ribB|ribE	PA4054|PA4053	refseq_adyacencia
ribBE-nusB	ribB|ribE|nusB	PA4054|PA4053|PA4052	refseq_adyacencia
ribBE-nusB-thiL	ribB|ribE|nusB|thiL	PA4054|PA4053|PA4052|PA4051	refseq_adyacencia
ribBE-nusB-thiL-pgpA	ribB|ribE|nusB|thiL|pgpA	PA4054|PA4053|PA4052|PA4051|PA4050	refseq_adyacencia
ribCB	ribC|ribB	PA4055|PA4054	refseq_adyacencia
ribCBE	ribC|ribB|ribE	PA4055|PA4054|PA4053	refseq_adyacencia
ribCBE-nusB	ribC|ribB|ribE|nusB	PA4055|PA4054|PA4053|PA4052	refseq_adyacencia
ribCBE-nusB-thiL	ribC|ribB|ribE|nusB|thiL	PA4055|PA4054|PA4053|PA4052|PA4051	refseq_adyacencia
ribCBE-nusB-thiL-pgpA	ribC|ribB|ribE|nusB|thiL|pgpA	PA4055|PA4054|PA4053|PA4052|PA4051|PA4050	refseq_adyacencia
ribDC	ribD|ribC	PA4056|PA4055	refseq_adyacencia
ribDCB	ribD|ribC|ribB	PA4056|PA4055|PA4054	refseq_adyacencia
ribDCBE	ribD|ribC|ribB|ribE	PA4056|PA4055|PA4054|PA4053	refseq_adyacencia
ribDCBE-nusB	ribD|ribC|ribB|ribE|nusB	PA4056|PA4055|PA4054|PA4053|PA4052	refseq_adyacencia
ribDCBE-nusB-thiL	ribD|ribC|ribB|ribE|nusB|thiL	PA4056|PA4055|PA4054|PA4053|PA4052|PA4051	refseq_adyacencia
ribDCBE-nusB-thiL-pgpA	ribD|ribC|ribB|ribE|nusB|thiL|pgpA	PA4056|PA4055|PA4054|PA4053|PA4052|PA4051|PA4050	refseq_adyacencia
ribE-nusB	ribE|nusB	PA4053|PA4052	refseq_adyacencia
ribE-nusB-thiL	ribE|nusB|thiL	PA4053|PA4052|PA4051	refseq_adyacencia
ribE-nusB-thiL-pgpA	ribE|nusB|thiL|pgpA	PA4053|PA4052|PA4051|PA4050	refseq_adyacencia
ribF-ileS	ribF|ileS	PA4561|PA4560	refseq_adyacencia
ribF-ileS-lspA	ribF|ileS|lspA	PA4561|PA4560|PA4559	refseq_adyacencia
rimM-trmD	rimM|trmD	PA3744|PA3743	refseq_adyacencia
rimM-trmD-rplS	rimM|trmD|rplS	PA3744|PA3743|PA3742	refseq_adyacencia
rimP-nusA	rimP|nusA	PA4746|PA4745	refseq_adyacencia
rimP-nusA-infB	rimP|nusA|infB	PA4746|PA4745|PA4744	refseq_adyacencia
rimP-nusA-infB-rbfA	rimP|nusA|infB|rbfA	PA4746|PA4745|PA4744|PA4743	refseq_adyacencia
rimP-nusA-infB-rbfA-truB	rimP|nusA|infB|rbfA|truB	PA4746|PA4745|PA4744|PA4743|PA4742	refseq_adyacencia
rimP-nusA-infB-rbfA-truB-rpsO	rimP|nusA|infB|rbfA|truB|rpsO	PA4746|PA4745|PA4744|PA4743|PA4742|PA4741	refseq_adyacencia
rlmB-rpsF	rlmB|rpsF	PA4936|PA4935	refseq_adyacencia
rlmB-rpsFR	rlmB|rpsF|rpsR	PA4936|PA4935|PA4934	refseq_adyacencia
rlmH-pbpA	rlmH|pbpA	PA4004|PA4003	refseq_adyacencia
rlmH-pbpA-rodA	rlmH|pbpA|rodA	PA4004|PA4003|PA4002	refseq_adyacencia
rlmM-tusA	rlmM|tusA	PA1563|PA1564	refseq_adyacencia
rlmN-pilF	rlmN|pilF	PA3806|PA3805	refseq_adyacencia
rlpA-dacC	rlpA|dacC	PA4000|PA3999	refseq_adyacencia
rluA-apeB	rluA|apeB	PA3246|PA3247	refseq_adyacencia
rluD-pgeF	rluD|pgeF	PA4544|PA4543	refseq_adyacencia
rluD-pgeF-clpB	rluD|pgeF|clpB	PA4544|PA4543|PA4542	refseq_adyacencia
rmlAC	rmlA|rmlC	PA5163|PA5164	refseq_adyacencia
rmlAC-dctB	rmlA|rmlC|dctB	PA5163|PA5164|PA5165	refseq_adyacencia
rmlAC-dctBD	rmlA|rmlC|dctB|dctD	PA5163|PA5164|PA5165|PA5166	refseq_adyacencia
rmlAC-dctBDP	rmlA|rmlC|dctB|dctD|dctP	PA5163|PA5164|PA5165|PA5166|PA5167	refseq_adyacencia
rmlAC-dctBDPQ	rmlA|rmlC|dctB|dctD|dctP|dctQ	PA5163|PA5164|PA5165|PA5166|PA5167|PA5168	refseq_adyacencia
rmlAC-dctBDPQM	rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM	PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169	refseq_adyacencia
rmlAC-dctBDPQM-arcD	rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD	PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170	refseq_adyacencia
rmlAC-dctBDPQM-arcDA	rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA	PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171	refseq_adyacencia
rmlAC-dctBDPQM-arcDAB	rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB	PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172	refseq_adyacencia
rmlAC-dctBDPQM-arcDABC	rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC	PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173	refseq_adyacencia
rmlAC-dctBDPQM-arcDABC-fabY	rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC|fabY	PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173|PA5174	refseq_adyacencia
rmlBD	rmlB|rmlD	PA5161|PA5162	refseq_adyacencia
rmlBDA	rmlB|rmlD|rmlA	PA5161|PA5162|PA5163	refseq_adyacencia
rmlBDAC	rmlB|rmlD|rmlA|rmlC	PA5161|PA5162|PA5163|PA5164	refseq_adyacencia
rmlBDAC-dctB	rmlB|rmlD|rmlA|rmlC|dctB	PA5161|PA5162|PA5163|PA5164|PA5165	refseq_adyacencia
rmlBDAC-dctBD	rmlB|rmlD|rmlA|rmlC|dctB|dctD	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166	refseq_adyacencia
rmlBDAC-dctBDP	rmlB|rmlD|rmlA|rmlC|dctB|dctD|dctP	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166|PA5167	refseq_adyacencia
rmlBDAC-dctBDPQ	rmlB|rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168	refseq_adyacencia
rmlBDAC-dctBDPQM	rmlB|rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169	refseq_adyacencia
rmlBDAC-dctBDPQM-arcD	rmlB|rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170	refseq_adyacencia
rmlBDAC-dctBDPQM-arcDA	rmlB|rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171	refseq_adyacencia
rmlBDAC-dctBDPQM-arcDAB	rmlB|rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172	refseq_adyacencia
rmlBDAC-dctBDPQM-arcDABC	rmlB|rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173	refseq_adyacencia
rmlBDAC-dctBDPQM-arcDABC-fabY	rmlB|rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC|fabY	PA5161|PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173|PA5174	refseq_adyacencia
rmlC-dctB	rmlC|dctB	PA5164|PA5165	refseq_adyacencia
rmlC-dctBD	rmlC|dctB|dctD	PA5164|PA5165|PA5166	refseq_adyacencia
rmlC-dctBDP	rmlC|dctB|dctD|dctP	PA5164|PA5165|PA5166|PA5167	refseq_adyacencia
rmlC-dctBDPQ	rmlC|dctB|dctD|dctP|dctQ	PA5164|PA5165|PA5166|PA5167|PA5168	refseq_adyacencia
rmlC-dctBDPQM	rmlC|dctB|dctD|dctP|dctQ|dctM	PA5164|PA5165|PA5166|PA5167|PA5168|PA5169	refseq_adyacencia
rmlC-dctBDPQM-arcD	rmlC|dctB|dctD|dctP|dctQ|dctM|arcD	PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170	refseq_adyacencia
rmlC-dctBDPQM-arcDA	rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA	PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171	refseq_adyacencia
rmlC-dctBDPQM-arcDAB	rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB	PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172	refseq_adyacencia
rmlC-dctBDPQM-arcDABC	rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC	PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173	refseq_adyacencia
rmlC-dctBDPQM-arcDABC-fabY	rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC|fabY	PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173|PA5174	refseq_adyacencia
rmlDA	rmlD|rmlA	PA5162|PA5163	refseq_adyacencia
rmlDAC	rmlD|rmlA|rmlC	PA5162|PA5163|PA5164	refseq_adyacencia
rmlDAC-dctB	rmlD|rmlA|rmlC|dctB	PA5162|PA5163|PA5164|PA5165	refseq_adyacencia
rmlDAC-dctBD	rmlD|rmlA|rmlC|dctB|dctD	PA5162|PA5163|PA5164|PA5165|PA5166	refseq_adyacencia
rmlDAC-dctBDP	rmlD|rmlA|rmlC|dctB|dctD|dctP	PA5162|PA5163|PA5164|PA5165|PA5166|PA5167	refseq_adyacencia
rmlDAC-dctBDPQ	rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ	PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168	refseq_adyacencia
rmlDAC-dctBDPQM	rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM	PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169	refseq_adyacencia
rmlDAC-dctBDPQM-arcD	rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD	PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170	refseq_adyacencia
rmlDAC-dctBDPQM-arcDA	rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA	PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171	refseq_adyacencia
rmlDAC-dctBDPQM-arcDAB	rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB	PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172	refseq_adyacencia
rmlDAC-dctBDPQM-arcDABC	rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC	PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173	refseq_adyacencia
rmlDAC-dctBDPQM-arcDABC-fabY	rmlD|rmlA|rmlC|dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC|fabY	PA5162|PA5163|PA5164|PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173|PA5174	refseq_adyacencia
rnfAB	rnfA|rnfB	PA3489|PA3490	refseq_adyacencia
rnfABC	rnfA|rnfB|rnfC	PA3489|PA3490|PA3491	refseq_adyacencia
rnfABCD	rnfA|rnfB|rnfC|rnfD	PA3489|PA3490|PA3491|PA3492	refseq_adyacencia
rnfABCDG	rnfA|rnfB|rnfC|rnfD|rnfG	PA3489|PA3490|PA3491|PA3492|PA3493	refseq_adyacencia
rnfABCDGE	rnfA|rnfB|rnfC|rnfD|rnfG|rnfE	PA3489|PA3490|PA3491|PA3492|PA3493|PA3494	refseq_adyacencia
rnfBC	rnfB|rnfC	PA3490|PA3491	refseq_adyacencia
rnfBCD	rnfB|rnfC|rnfD	PA3490|PA3491|PA3492	refseq_adyacencia
rnfBCDG	rnfB|rnfC|rnfD|rnfG	PA3490|PA3491|PA3492|PA3493	refseq_adyacencia
rnfBCDGE	rnfB|rnfC|rnfD|rnfG|rnfE	PA3490|PA3491|PA3492|PA3493|PA3494	refseq_adyacencia
rnfCD	rnfC|rnfD	PA3491|PA3492	refseq_adyacencia
rnfCDG	rnfC|rnfD|rnfG	PA3491|PA3492|PA3493	refseq_adyacencia
rnfCDGE	rnfC|rnfD|rnfG|rnfE	PA3491|PA3492|PA3493|PA3494	refseq_adyacencia
rnfDG	rnfD|rnfG	PA3492|PA3493	refseq_adyacencia
rnfDGE	rnfD|rnfG|rnfE	PA3492|PA3493|PA3494	refseq_adyacencia
rnfGE	rnfG|rnfE	PA3493|PA3494	refseq_adyacencia
rnhA-dnaQ	rnhA|dnaQ	PA1815|PA1816	refseq_adyacencia
rnpA-yidC	rnpA|yidC	PA5569|PA5568	refseq_adyacencia
rnpA-yidC-mnmE	rnpA|yidC|mnmE	PA5569|PA5568|PA5567	refseq_adyacencia
roxSR	roxS|roxR	PA4494|PA4493	refseq_adyacencia
rplB-rpsS	rplB|rpsS	PA4260|PA4259	refseq_adyacencia
rplB-rpsS-rplV	rplB|rpsS|rplV	PA4260|PA4259|PA4258	refseq_adyacencia
rplB-rpsS-rplV-rpsC	rplB|rpsS|rplV|rpsC	PA4260|PA4259|PA4258|PA4257	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP	rplB|rpsS|rplV|rpsC|rplP	PA4260|PA4259|PA4258|PA4257|PA4256	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC	rplB|rpsS|rplV|rpsC|rplP|rpmC	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplN	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNX	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsN	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplF	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243	refseq_adyacencia
rplB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ	PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242	refseq_adyacencia
